% This file is created by the Prizma 1.0.
% Prizma is a Turkish Text Classification Environment for Weka 
% and developed by Harun Reşit Zafer with Fatih Universtiy Natural Language Processing Group.
% http://nlp.ceng.fatih.edu.tr/blog/
% hrzafer@fatih.edu.tr
% www.hrzafer.com

@relation dataset

@attribute LengthOfTitle numeric
@attribute NumberCount numeric
@attribute PunctuationColonRatio numeric
@attribute PunctuationCommaRatio numeric
@attribute PunctuationCountOfTitle numeric
@attribute PunctuationDashRatio numeric
@attribute PunctuationDoubleQuoteRatio numeric
@attribute PunctuationEllipsisRatio numeric
@attribute PunctuationExclamationRatio numeric
@attribute PunctuationQuestionMarkRatio numeric
@attribute PunctuationRatio numeric
@attribute PunctuationSemicolonRatio numeric
@attribute StopwordRatio numeric
@attribute WhyCount numeric
@attribute WordCountOfTitle numeric
@attribute WordLengthAverage numeric
@attribute WordLengthVariance numeric
@attribute class {1,0}

% The first 13,224 instances (%66) is used for training
% and the rest 6,812 instances (%34) is used as test data.
% Total instance count is 20,036
% In Weka (to get correct results), select "percentage split %66" and "preserve order for % split" options

@data
31,0,0.25,0,4,0,0,0,0.25,0,0.17,0,0,0,6,6.00,14,1
66,0,1,0,1,0,0,0,0,0,0.02,0,0,0,7,8.43,18,1
57,0,0,0.5,2,0,0,0,0,0.5,0.04,0,0.22,0,9,5.22,8,1
95,0,0,0.333,3,0,0,0,0,0.667,0.04,0,0.08,0,13,6.15,3,1
60,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,7.57,8,1
36,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,8.25,2,1
95,0,0.25,0.25,4,0,0,0,0,0,0.05,0,0.15,0,13,6.08,7,1
62,0,0,0,2,0,0,0,0,1,0.04,0,0.12,0,8,6.63,3,1
42,1,0,0,1,0,0,0,0,0,0.03,0,0,0,8,5.33,5,1
66,0,0,0,1,0,0,0,0,1,0.02,0,0.27,0,11,5.00,5,1
37,0,0,0,2,0,0,0,0,0,0.06,0,0,0,4,8.00,9,1
73,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.11,0,9,7.22,12,1
26,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,5.75,3,1
66,2,0.333,0,3,0,0,0,0.667,0,0.06,0,0,0,13,4.27,1,1
34,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,6.00,4,1
72,0,0,0,2,0,0,0,0.5,0,0.03,0,0.36,0,12,5.45,12,1
41,0,0,0,1,0,0,0,0,1,0.03,0,0.17,0,6,5.83,1,1
73,0,0,0.25,4,0,0,0,0,0,0.06,0,0,0,11,7.75,4,1
44,0,0.25,0,4,0,0,0.5,0,0,0.11,0,0.17,0,6,5.83,8,1
51,0,0,0,1,0,0,0,0,0,0.02,0,0.29,0,8,6.29,10,1
80,1,0,0,2,0,0,0,0.5,0,0.03,0,0.25,0,13,5.42,6,1
58,0,0,0.2,5,0,0,0,0.2,0,0.11,0,0,0,9,5.75,5,1
36,0,0,0,1,0,0,0,1,0,0.03,0,0,0,4,8.00,7,1
106,1,0,0,2,0,0,0,0,0,0.02,0,0.12,0,16,5.87,4,1
29,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,6.25,14,1
65,0,0,0,3,0,0,0,0.333,0,0.05,0,0,0,10,6.88,8,1
65,0,0,0,2,0,0,0,0.5,0,0.04,0,0.11,0,10,6.11,5,1
60,0,0,0,5,0,0,0.333,0.2,0,0.1,0,0.12,0,9,6.00,4,1
37,0,0,0,2,0,0,0,0.5,0,0.06,0,0,0,4,11.00,27,1
43,0,0,0,1,0,0,0,0,0,0.03,0,0,0,7,6.17,3,1
40,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,9.00,14,1
76,0,0,0,1,0,0,0,1,0,0.01,0,0,0,9,7.44,8,1
54,0,0,0,5,0,0,0.333,0.2,0,0.11,0,0,0,7,7.33,9,1
37,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.17,1,6,5.33,2,1
67,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.12,0,8,7.50,3,1
50,0,0,0,2,0,0,0,0,0,0.05,0,0,0,8,7.17,9,1
57,1,0,0,2,0,0,0,0.5,0,0.04,0,0.22,0,9,5.38,9,1
80,1,0,0.4,5,0,0,0,0,0,0.07,0,0,0,12,8.00,6,1
40,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.00,12,1
35,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,7.75,8,1
60,0,0.2,0,5,0,0,0.333,0,0,0.1,0,0.12,0,9,6.00,5,1
101,0,0,0,1,0,0,0,1,0,0.01,0,0.07,0,14,6.21,5,1
54,0,0,1,1,0,0,0,0,0,0.02,0,0.29,0,7,6.71,7,1
31,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.5,0,6,4.33,4,1
32,0,0,0,1,0,0,0,0,1,0.04,0,0,0,4,7.00,7,1
55,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,6.86,6,1
43,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.17,0,6,6.33,7,1
37,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,8.25,2,1
23,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,7.00,3,1
39,0,0,0,1,0,0,0,1,0,0.03,0,0.17,0,6,5.50,4,1
50,0,0,0,2,0,0,0,0,0,0.05,0,0,0,8,7.17,3,1
37,0,0,0,2,0,0,0,0,0,0.06,0,0,0,7,6.20,7,1
97,0,0,0,4,0,0,0.5,0.25,0,0.05,0,0.17,0,12,6.83,7,1
96,0,1,0,1,0,0,0,0,0,0.01,0,0.23,0,13,6.38,14,1
37,0,0,0,2,0,0,0,0,0,0.06,0,0,0,6,8.00,5,1
36,0,0,0,3,0,0,0,0,0,0.1,0,0.2,0,6,5.40,5,1
49,0,0,0,2,0,0,0,0,1,0.05,0,0.25,0,8,5.00,4,1
42,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,9.50,30,1
62,0,0,0,1,0,0,0,1,0,0.02,0,0.22,0,9,5.89,10,1
30,1,0,0,3,0,0,1,0,0,0.14,0,0.17,0,6,4.00,1,1
88,0,0,0,5,0,0,0,0.2,0.2,0.07,0,0.31,0,14,5.46,9,1
50,0,0,0,1,0,0,0,1,0,0.02,0,0,0,8,5.25,4,1
78,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,11,6.18,6,1
42,0,0,0,2,0,0,0,0.5,0,0.06,0,0,0,6,7.20,7,1
70,0,0,0,4,0,0,0.5,0.25,0,0.07,0,0.11,0,9,6.44,6,1
76,0,0,0,3,0.333,0,0,0.333,0.333,0.05,0,0.33,0,10,7.11,9,1
45,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,8.00,12,1
47,0,0,0,6,0,0,0.25,0.167,0,0.17,0,0.17,0,8,6.00,7,1
92,0,0,0,1,0,0,0,1,0,0.01,0,0.08,0,12,6.67,3,1
58,0,0.25,0,4,0,0,0.5,0,0,0.08,0,0,0,6,8.17,3,1
46,0,0,0,4,0,0,0.5,0.25,0,0.11,0,0,0,5,7.60,13,1
23,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,7.00,19,1
67,0,0.5,0,2,0,0,0,0,0,0.03,0,0,0,9,6.88,8,1
93,0,0,0,2,0,0,0,0,1,0.03,0,0.08,0,12,6.67,6,1
61,0,0,0,2,0,0,0,0,0,0.04,0,0.4,0,10,5.00,9,1
55,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,7.00,6,1
47,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,7.00,6,1
61,0,0,0,2,0,0,0,0.5,0.5,0.04,0,0.22,0,9,5.67,5,1
65,0,0.333,0,3,0,0,0,0.333,0,0.06,0,0.22,0,10,6.00,5,1
87,0,0,0,3,0.333,0,0,0.333,0,0.04,0,0,0,13,6.08,7,1
32,0,0,0,1,0,0,0,0,0,0.04,0,0,0,6,5.40,1,1
37,0,0,0,1,0,0,0,1,0,0.03,0,0.25,0,4,8.25,24,1
10,0,0,0,1,0,0,0,1,0,0.11,0,0,0,1,9.00,0,1
31,0,0,0,1,0,0,0,0,1,0.04,0,0.2,0,5,5.20,3,1
51,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,9.40,5,1
64,0,0,0,1,0,0,0,0,0,0.02,0,0.12,0,9,7.00,9,1
42,1,1,0,1,0,0,0,0,0,0.03,0,0.14,0,7,5.50,6,1
43,0,0.5,0,2,0,0,0,0.5,0,0.06,0,0.17,0,6,6.00,8,1
62,0,0,0,2,0,0,0,0,1,0.04,0,0.14,0,7,7.71,6,1
28,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,6.25,4,1
42,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,7.60,5,1
43,0,0,0,1,0,0,0,1,0,0.03,0,0,0,7,5.14,5,1
49,0,0,0,2,0,0,0,0,0,0.05,0,0,0,8,7.00,5,1
64,1,0,0,4,0,0,0.5,0.25,0,0.08,0,0,0,9,6.25,15,1
57,0,0,0,3,0,0,0,0,0,0.06,0,0.25,0,10,5.88,6,1
58,1,0,0,2,0,0,0,0,0.5,0.04,0,0.1,0,10,5.00,4,1
25,0,0,0,1,0,0,0,1,0,0.05,0,0,0,3,7.33,5,1
41,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.00,5,1
32,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,7.25,2,1
63,0,0,0,5,0,0,0.333,0.2,0,0.1,0,0.12,0,9,6.38,5,1
20,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,6.00,1,1
77,0,0.5,0,2,0,0,0,0.5,0,0.03,0,0.2,0,10,6.60,12,1
55,0,0,0,1,0,0,0,0,0,0.02,0,0.25,0,9,5.88,7,1
73,2,0,0,2,0,1,0,0,0,0.03,0,0.08,0,12,5.50,8,1
72,0,0.167,0,6,0,0,0.25,0.167,0,0.11,0,0.1,0,11,5.70,4,1
64,0,0,0,4,0,0,0.5,0,0,0.08,0,0.12,0,9,6.63,9,1
49,0,0,0,1,0,0,0,1,0,0.02,0,0,0,6,7.17,5,1
46,0,0,0,1,0,0,0,1,0,0.02,0,0,0,5,8.20,5,1
49,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,7.00,4,1
70,1,0,0,4,0,0,0.5,0.25,0,0.07,0,0.25,0,12,4.82,8,1
36,0,0,0,4,0,0,0.5,0,0,0.14,0,0,0,6,5.60,4,1
51,0,0.5,0,2,0,0,0,0,0,0.05,0,0.14,0,8,6.14,4,1
44,1,0,0,3,0,0,0,0.667,0,0.08,0,0,0,7,6.80,11,1
31,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,6.75,3,1
66,0,0.333,0,3,0,0,0,0,0,0.05,0,0.11,0,11,6.11,4,1
61,0,0,0.5,2,0,0,0,0,0,0.04,0,0.12,0,9,6.50,9,1
48,0,1,0,1,0,0,0,0,0,0.02,0,0,0,6,7.00,6,1
112,0,0,0.25,4,0,0,0,0.25,0.5,0.04,0,0.21,0,19,4.74,4,1
67,2,0.5,0,2,0,0,0,0,0,0.04,0,0,0,11,6.38,3,1
68,0,0,0,2,0,0,0,0.5,0,0.03,0,0,0,9,7.38,5,1
68,1,0,0,2,0,0,0,0,1,0.04,0,0.3,0,10,5.89,5,1
65,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,8.43,14,1
87,0,0.5,0,2,0,0,0,0,0,0.03,0,0.09,0,12,6.82,12,1
39,1,0,0,1,0,0,0,0,0,0.03,0,0.33,0,7,6.20,11,1
37,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,8.50,15,1
75,2,0.2,0,5,0,0,0,0.2,0.2,0.08,0,0,0,13,5.09,2,1
46,0,0,0,1,0,0,0,0,0,0.03,0,0.17,0,7,6.67,3,1
88,0,0,0,3,0,0,0,0,0,0.04,0,0,0,12,8.56,3,1
48,0,0,0,1,0,0,0,0,0,0.02,0,0,0,6,8.60,6,1
52,0,0,0,2,0,0,0,0,0,0.05,0,0,0,9,6.29,4,1
33,0,0,0,1,0,0,0,1,0,0.03,0,0,0,4,7.25,2,1
63,2,0,0,2,0,0,0,0.5,0,0.04,0,0,0,11,5.44,5,1
85,0,0,0,7,0,0,0.2,0.143,0.143,0.11,0,0.15,0,15,5.08,4,1
43,0,0,0,1,0,0,0,1,0,0.03,0,0.14,0,7,5.14,4,1
38,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,6.60,2,1
33,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,7.25,5,1
53,0,0,0.333,3,0,0,0,0,0.667,0.07,0,1,0,8,5.38,10,1
68,0,0,0,5,0,0,0.333,0,0,0.09,0,0.14,0,9,8.14,12,1
22,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,6.67,5,1
60,0,0,0,1,0,0,0,1,0,0.02,0,0,0,8,6.50,5,1
63,1,1,0,1,0,0,0,0,0,0.02,0,0,0,8,7.43,12,1
58,0,0,0,4,0,0,0.5,0,0,0.08,0,0,0,7,8.17,9,1
39,0,0,0.5,2,0,0,0,0,0.5,0.06,0,0.25,0,4,8.50,8,1
59,0,0,0,1,0,0,0,1,0,0.02,0,0.12,0,8,6.38,6,1
40,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.14,0,7,4.57,6,1
47,0,0,0,5,0,0,0.333,0.2,0,0.14,0,0.14,0,8,5.14,4,1
67,0,0,0,2,0,0,0,1,0,0.04,0,0,0,9,6.33,7,1
60,0,0,0.5,2,0,0,0,0,0.5,0.04,0,0.3,0,10,4.90,3,1
48,0,0,0,2,0,0,0,0.5,0,0.05,0,0,0,6,8.40,3,1
64,0,1,0,1,0,0,0,0,0,0.02,0,0,0,7,8.14,7,1
55,0,0,0,4,0,0,0.5,0,0,0.09,0,0.17,0,7,7.67,9,1
34,1,0,0,1,0,0,0,1,0,0.03,0,0,0,5,7.00,2,1
54,1,0,0,1,0,0,0,0,0,0.02,0,0.12,0,9,5.71,10,1
69,0,0,0,4,0,0,0.5,0,0,0.07,0,0.22,0,10,6.33,8,1
36,0,0,0,2,0,0,0,0.5,0,0.06,0,0,0,5,7.75,20,1
12,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,2,5.50,1,1
38,0,0,0,4,0,0,0.5,0,0,0.13,0,0.2,0,6,6.00,2,1
16,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,4.67,0,1
72,0,0,0,5,0,0,0.333,0.2,0,0.08,0,0.11,0,10,6.56,3,1
54,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,6.86,11,1
46,0,0.333,0,3,0,0,0,0.333,0,0.08,0,0.14,0,8,5.29,3,1
42,0,0,0,1,0,0,0,0,0,0.03,0,0.17,0,7,6.00,6,1
34,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,7.50,2,1
59,0,0,0,1,0,0,0,0,0,0.02,0,0,0,9,6.00,4,1
51,0,0,0,2,0,0,0,0,0,0.05,0,0,0,7,6.14,3,1
31,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,7.00,2,1
68,1,0,1,1,0,0,0,0,0,0.02,0,0.11,0,9,7.13,7,1
69,0,0,0,2,0,0,0,0,1,0.03,0,0.44,0,9,6.56,7,1
48,0,0,0,1,0,0,0,0,0,0.02,0,0,0,6,8.60,6,1
50,1,0,0,1,0,0,0,0,0,0.02,0,0,0,8,7.00,7,1
28,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,8.67,2,1
101,0,0.167,0,6,0,0,0.25,0,0,0.07,0,0.17,0,14,7.00,7,1
75,1,0,0,6,0,0,0.25,0.167,0,0.1,0,0,0,10,6.44,5,1
41,0,0,0,4,0,0,0.5,0,0,0.12,0,0.2,0,6,6.60,7,1
61,0,0,1,1,0,0,0,0,0,0.02,0,0,0,8,6.63,15,1
44,0,0,0,3,0,0,0,0,0,0.08,0,0,0,6,7.40,9,1
48,0,0,0,1,0,0,0,0,0,0.02,0,0,0,7,7.00,4,1
83,1,0.25,0,4,0.25,0,0,0,0.5,0.06,0,0.18,0,11,6.70,8,1
38,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,6.80,0,1
47,0,0,0,3,0,0,0,0.333,0,0.08,0,0.12,0,10,4.63,5,1
61,1,0,0,4,0,0,0.5,0.25,0,0.08,0,0,0,9,5.88,4,1
81,0,0.2,0,5,0,0,0,0.2,0,0.08,0,0.17,0,13,5.73,13,1
67,0,0,0,2,0,0,0,0,1,0.04,0,0.25,0,12,4.50,3,1
56,0,0,0,2,0,0,0,0,0,0.04,0,0,0,6,8.17,13,1
50,0,1,0,1,0,0,0,0,0,0.02,0,0.14,0,7,6.14,6,1
32,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,7.25,10,1
61,0,0,0.25,4,0,0,0,0,0.25,0.08,0,0.14,0,7,7.29,5,1
52,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,6.43,4,1
69,0,0,0,3,0,0,0,0.333,0,0.05,0,0.09,0,13,5.09,2,1
62,1,0,0,5,0,0,0.333,0.2,0,0.1,0,0,0,8,8.00,13,1
35,0,0,0,2,0,1,0,0,0,0.07,0,0.67,0,6,4.67,5,1
40,1,0.5,0,2,0,0,0,0,0,0.06,0,0,0,8,5.17,5,1
97,1,0,0,3,0,0,1,0,0,0.04,0,0.07,0,14,6.08,5,1
78,1,0,0,2,0,0,0,0,1,0.03,0,0.17,0,12,5.55,7,1
56,2,0,0,5,0,0,0.333,0.2,0,0.12,0,0,0,10,4.88,3,1
41,0,0,0,2,0,0,0,0.5,0,0.06,0,0,0,7,5.67,3,1
93,0,0,0,1,0,0,0,0,0,0.01,0,0,0,14,6.15,3,1
84,1,0,0,4,0,0,0,0.25,0.25,0.06,0,0.09,0,13,6.80,10,1
78,0,0,0,1,0,0,0,0,1,0.02,0,0.25,0,12,5.50,5,1
51,0,0,0,3,0,0,1,0,0,0.07,0,0.12,0,8,5.13,8,1
54,0,0,0,2,0,0,0,0.5,0,0.04,0,0,0,6,9.60,9,1
23,0,0,0,1,0,0,0,0,0,0.05,0,0,0,4,6.67,8,1
76,0,0,0,5,0,0,0.333,0.2,0,0.08,0,0.2,0,11,6.20,9,1
105,0,0,0,1,0,0,0,0,1,0.01,0,0.13,0,15,6.00,8,1
79,0,0,0,1,0,0,0,1,0,0.01,0,0,0,10,6.90,4,1
55,0,0,0,4,0,0,0,0,0,0.09,0,0.29,0,7,6.43,12,1
87,2,0,0,4,0,0,0,0,0.5,0.06,0,0.29,0,16,5.17,5,1
28,0,0,0,2,0,0,0,0.5,0,0.09,0,0.25,0,5,5.75,13,1
76,0,0.333,0,3,0,0,0,0,0,0.05,0,0.12,0,10,8.25,10,1
106,0,0,0,1,0,0,0,0,1,0.01,0,0.23,0,13,7.15,7,1
37,0,0,0,1,0,0,0,0,0,0.03,0,0,0,7,5.17,8,1
56,0,0,0,1,0,0,0,0,0,0.02,0,0,0,7,8.33,5,1
64,0,0,0.333,3,0,0,0,0.333,0.333,0.05,0,0.43,0,7,7.86,19,1
53,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,9.80,22,1
35,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,7.75,5,1
26,0,0,0,2,0,0,0,0,0,0.09,0,0,0,3,7.33,16,1
34,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.4,0,5,6.00,14,1
42,1,0,0,2,0,0,0,0.5,0,0.06,0,0,0,7,6.80,10,1
29,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.4,0,5,5.00,1,1
41,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,7.00,12,1
73,1,0,0.5,2,0,0,0,0,0,0.03,0,0.1,0,11,6.56,12,1
67,0,0,0,1,0,0,0,1,0,0.02,0,0.33,0,6,10.17,23,1
21,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,6.33,2,1
45,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.67,6,1
43,0,0,1,1,0,0,0,0,0,0.03,0,0.14,0,7,5.14,7,1
93,0,0,0.4,5,0.2,0,0,0,0.4,0.07,0,0.31,0,14,5.77,10,1
24,0,0,0,1,0,0,0,1,0,0.05,0,0,0,2,11.00,0,1
92,0,0,0,2,0,0,0,0.5,0.5,0.03,0,0.15,1,13,6.00,5,1
50,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,7.50,16,1
61,0,0.25,0.25,4,0,0,0,0,0.25,0.08,0,0.67,0,10,5.44,6,1
57,1,0,0,1,0,0,0,0,0,0.02,0,0.11,0,10,5.75,4,1
30,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,6.50,2,1
82,0,0,0,2,0,0,0,0,0,0.03,0,0,0,13,6.36,4,1
61,0,0,0,4,0,0,0.5,0.25,0,0.08,0,0.14,0,7,7.29,7,1
89,0,0,0,3,0,0,0,1,0,0.04,0,0.09,0,11,6.91,15,1
47,1,0,0,2,0,0,0,0,0,0.05,0,0,0,8,5.29,4,1
40,0,0,0,1,1,0,0,0,0,0.03,0,0,0,6,6.40,14,1
26,0,0,0,1,0,0,0,0,1,0.04,0,1,0,3,7.67,44,1
55,2,0,0,1,0,0,0,0,0,0.02,0,0,0,9,7.33,2,1
53,0,0.5,0,2,0,0,0,0,0,0.04,0,0.17,0,7,7.67,7,1
41,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,7.40,15,1
76,0,0,0,4,0,0,0,0.25,0,0.06,0,0,0,11,7.11,4,1
47,1,1,0,1,0,0,0,0,0,0.03,0,0,0,7,6.33,2,1
92,2,0,0,4,0,0,0,0.25,0.25,0.05,0,0.29,0,14,5.92,8,1
50,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,6.14,2,1
45,0,0,0,2,0,0,0,0.5,0,0.05,0,0,0,6,7.80,7,1
27,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,6.00,9,1
40,0,0,0,2,0,0,0,0.5,0,0.06,0,0.2,0,6,6.80,5,1
41,0,0,0,2,0,0,0,0.5,0,0.06,0,0,0,5,9.00,3,1
28,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,6.00,2,1
55,0,0,0,2,0,0,0,0.5,0,0.04,0,0.11,0,10,5.00,4,1
90,1,0,0,2,0,0,0,0,1,0.03,0,0.17,0,12,6.64,8,1
65,0,1,0,1,0,0,0,0,0,0.02,0,0,0,7,8.29,4,1
33,0,0,0,1,0,0,0,0,0,0.03,0,0,0,4,7.50,7,1
17,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.33,0,3,5.00,7,1
58,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,7.29,2,1
22,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.25,0,4,4.75,2,1
58,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,7.29,8,1
29,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,6.50,4,1
116,1,0,0,2,0,0,0,0.5,0.5,0.02,0,0.18,0,17,5.88,9,1
48,0,0,0,1,1,0,0,0,0,0.02,0,0,0,5,8.60,6,1
104,1,0.25,0.5,4,0,0,0,0,0.25,0.05,0,0.18,0,17,5.13,4,1
51,0,0.5,0,2,0,0,0,0,0,0.05,0,0.14,0,8,6.14,7,1
30,0,0,0,1,0,0,0,0,0,0.04,0,0,0,4,9.00,16,1
44,0,0,0,1,1,0,0,0,0,0.03,0,0,0,4,10.00,23,1
57,0,0.5,0,4,0,0,0,0,0,0.09,0,0.12,0,10,5.75,5,1
62,0,0,0,2,0,0,0,0.5,0,0.04,0,0.1,0,11,5.10,6,1
44,0,0,0,1,0,0,0,0,0,0.03,0,0,0,7,6.33,6,1
32,0,0,0,3,0,0,1,0,0,0.12,0,0.5,0,4,6.50,6,1
93,4,0.2,0.4,5,0,0,0,0.2,0,0.07,0,0.12,0,18,5.15,4,1
99,0,0,0,1,0,0,0,1,0,0.01,0,0.15,0,13,6.62,5,1
52,0,0.333,0,3,0,0,0,0,0,0.07,0,0,0,8,7.33,5,1
41,0,0,0,1,0,0,0,0,0,0.03,0,0,0,7,5.83,7,1
49,0,0,0,5,0,0,0.333,0,0,0.13,0,0,0,6,6.50,10,1
48,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,5.86,5,1
14,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,2,6.50,5,1
63,0,0,0,1,0,0,0,0,1,0.02,0,0.2,0,10,5.30,3,1
77,0,0.333,0.333,3,0,0,0,0,0,0.05,0,0.18,0,12,5.82,4,1
59,1,0.333,0,3,0,0,0,0.333,0.333,0.06,0,0,0,9,5.75,3,1
30,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,6.75,2,1
70,0,0,0,4,0,0,0.5,0.25,0,0.07,0,0.11,0,9,6.44,7,1
54,0,0.5,0,2,0,0,0,0.5,0,0.04,0,0.14,0,7,6.57,7,1
69,1,0,0,1,0,0,0,0,1,0.02,0,0.36,0,11,5.40,9,1
47,0,0,0,2,0,0,0,0.5,0,0.05,0,0,0,7,6.67,7,1
59,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,9,7.00,1,1
67,1,0,0.2,5,0,0,0.333,0.2,0,0.09,0,0.1,0,10,5.67,3,1
85,1,0,0.25,4,0,0,0,0,0,0.06,0,0.18,0,14,6.09,10,1
28,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.25,0,4,6.25,4,1
76,0,0,0,7,0,0,0.667,0,0,0.12,0,0.3,0,11,6.00,5,1
31,0,0,0,2,0,0,0,0,0,0.07,0,0,0,5,7.67,34,1
31,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,6.75,3,1
35,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,7.75,13,1
53,1,0,0,3,0,0,1,0,0,0.07,0,0,0,8,5.86,2,1
64,0,0,0,1,0,0,0,0,0,0.02,0,0,0,9,7.00,7,1
57,0,0,0,5,0,0,0.333,0.2,0,0.11,0,0,0,9,5.63,2,1
51,0,0,0.5,2,0,0,0,0,0,0.05,0,0,0,7,7.33,9,1
34,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,7.50,20,1
42,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.80,4,1
44,0,0,0,1,0,0,0,1,0,0.03,0,0.17,0,6,6.33,18,1
38,1,0,0,1,0,0,0,1,0,0.03,0,0,0,6,6.20,1,1
30,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.5,0,6,4.17,5,1
55,0,0.5,0,2,0,0,0,0,0,0.04,0,0.12,0,9,5.75,7,1
